Course ID,Level,Course Name,Credit Hours,Section Letters,CRNs,Days Met,Locations,Professors,Course Description,Full Text
GT 1000,Undergraduate,Freshman Seminar,1,B01;B02;B03;B04;B05;B06;B07;B08;B09;BIO;C01;C02;C04;C05;C06;C07;C08;C09;CB1;CB2;CB3;CEE;CH1;CH2;D01;D03;DTI;E01;E02;E03;E04;EAS;EG1;EG2;EX1;F01;F02;FEM;HP1;HP2;HP3;IA1;IA2;IA4;IE1;IE2;IN1;INT;IP1;LD1;LD2;LD3;LD4;MAT;ME1;MG1;MG2;MG3;MG4;MG5;MG6;MG7;MG8;MSE;MTI;NS1;NS2;OIE;PH1;PHY;PSY;UR1,90226;87618;91370;86275;81378;84679;88976;94204;94205;88981;86438;93461;93462;87619;86217;87810;91372;82323;91655;91656;91657;90227;85361;86757;87157;93404;86340;84160;86166;86758;94206;86367;93406;93411;81380;85764;85364;84155;91387;85840;93440;93435;88982;85363;87809;86366;81379;85285;84156;86215;86216;91826;84157;85760;87803;82646;87634;82645;92995;92996;92998;81758;91191;91371;87057;84678;93405;85801;83770;86718;88983;88984,M;M;M;M;M;M;M;M;M;R;T;T;T;T;T;T;T;T;M;T;R;W;M;T;W;W;F;R;R;R;R;T;F;F;T;F;F;M;M;W;R;W;R;W;F;F;T;T;T;R;R;W;M;R;W;F;F;F;F;F;F;F;F;T;M;M;M;T;T;M;T;T,Clough UG Learning Commons 325;Clough UG Learning Commons 131;Clough UG Learning Commons 129;Clough UG Learning Commons 325;Clough UG Learning Commons 262;Clough UG Learning Commons 323;Clough UG Learning Commons 325;Clough UG Learning Commons 131;Clough UG Learning Commons 323;Clough UG Learning Commons 272;Clough UG Learning Commons 325;Clough UG Learning Commons 131;Van Leer E361;Scheller College of Business 201;Clough UG Learning Commons 325;Clough UG Learning Commons 262;Clough UG Learning Commons 127;Clough UG Learning Commons 325;Ford Environmental Sci &amp; Tech L1175;Ford Environmental Sci &amp; Tech L1116;Ford Environmental Sci &amp; Tech L1116;Clough UG Learning Commons 323;Clough UG Learning Commons 127;Clough UG Learning Commons 323;Clough UG Learning Commons 323;Clough UG Learning Commons 129;Clough UG Learning Commons 262;Clough UG Learning Commons 325;Clough UG Learning Commons 272;Clough UG Learning Commons 131;Clough UG Learning Commons 325;Ford Environmental Sci &amp; Tech L1116;Skiles 317;Swann 106;Clough UG Learning Commons 127;Clough UG Learning Commons 325;Clough UG Learning Commons 125;Clough UG Learning Commons 123;Clough UG Learning Commons 123;Curran Street Deck 210;Curran Street Deck 210;Clough UG Learning Commons 423;Clough UG Learning Commons 325;Whitaker 1214;Clough UG Learning Commons 102;Clough UG Learning Commons 102;Clough UG Learning Commons 131;Clough UG Learning Commons 127;Clough UG Learning Commons 272;Clough UG Learning Commons 127;Clough UG Learning Commons 127;Clough UG Learning Commons 131;Clough UG Learning Commons 127;Skiles 343;Clough UG Learning Commons 127;Scheller College of Business 222;Scheller College of Business 224;Scheller College of Business 201;Scheller College of Business 202;Scheller College of Business 222;Scheller College of Business 224;Scheller College of Business 222;Scheller College of Business 224;Clough UG Learning Commons 131;Couch 115;Clough UG Learning Commons 341;Clough UG Learning Commons 123;Clough UG Learning Commons 125;Clough UG Learning Commons 323;College of Computing 53;Clough UG Learning Commons 127;Clough UG Learning Commons 423,Paul Schlumper (P);Matthew Pritchard;Christian Birk;Jamie Ready;Crystal Hodge (P);Emmie Cass;Jacqueline Johnson (P);Alexis Baker (P);McKayla Bohannon (P);Brigit McGuinness (P);Katherine Boice (P);Audrey McKinney (P);Kala Taylor (P);Sophia Cruz (P);Michael Barker (P);Daren Hubbard (P);Andrina Thomas (P);Quashavia Harper (P);Benjamin Galfond (P);Adrienne Hillman (P);Ellen Murkison (P);Chloe Jackson (P);Amanda Stockton (P);Michael Evans (P);;Amber Green (P);Kevin Lewis (P);Alexis Herrington (P);John Stein (P);Gay Burchfield (P);Nina Climes (P);Samantha Wilson (P);Chirag Patel (P);Lauren Morton (P);Kimberly Blaise (P);Katherine Crawford;Steven Girardot (P);Miriam Jackson (P);Nakia Melecio (P);Lauren Evans (P);Jordan Howell (P);Sharon Miller (P);Sharon Miller (P);Davis Palubeski (P);Jonathan Lowe (P);Chen Zhou (P);Melissa Heffner (P);R. Katherine Samford (P);Ilana Blumenfeld Gantz (P);Stacey Doremus (P);Sandra Bramblett (P);Houston Freeman (P);Roosevelt Bryant;Hunter Lehmann (P);Aldo Ferri (P);Craig Womack (P);Michael Dutcher (P);Shivani Patel (P);Jessica Sherrington (P);Marcus Reese (P);Beatriz Rodriguez (P);Lindsay Staar (P);Jewel Perkins (P);Shirley Manchester;Christopher Moore (P);Mary Holder (P);Mary Holder (P);Caroline Cully Garbers;Yan Liang (P);Edwin Greco (P);Christopher Stanzione (P);Robert Kadel (P),"Discussion of topics related to academic, social and professional success including learning styles, time management, major and career exploration, leadership and teamwork.","GT 1000 Freshman Seminar Discussion of topics related to academic, social and professional success including learning styles, time management, major and career exploration, leadership and teamwork."
GT 1801,Undergraduate,Special Topics,1,A;B,89229;91949,R;R,Clough UG Learning Commons 102;Molecular Sciences and Engr 1201A,Eric Schumacher;Mary Realff,"Discussion of topics related to scholarship, leadership, progress, and service
focusing on helping students to make impacts those arenas on and beyond campus.","GT 1801 Special Topics Discussion of topics related to scholarship, leadership, progress, and service
focusing on helping students to make impacts those arenas on and beyond campus."
GT 2000,Undergraduate,Transfer Student Seminar,1,T01;T02;T03;T04;T05;T06;T07;T08;T09,91737;92214;90462;91738;93463;93466;91830;93467;91827,W;W;T;R;M;R;W;F;M,Clough UG Learning Commons 323;Clough UG Learning Commons 262;West Architecture 259;Clough UG Learning Commons 125;Clough UG Learning Commons 123;Clough UG Learning Commons 127;Clough UG Learning Commons 325;Skiles 314;Clough UG Learning Commons 131,Catherine Thomas (P);Catherine Thomas (P);Michael Smith (P);Dawn Baunach (P);Jonathan Keyser (P);Yelena Rivera (P);Steven McLaughlin;Arthur Toal (P);Kourtni Walsingham (P),"Discussion of topics related to academic, social and professional success including learning styles, time management, major and career exploration, leadership and teamwork.","GT 2000 Transfer Student Seminar Discussion of topics related to academic, social and professional success including learning styles, time management, major and career exploration, leadership and teamwork."
GT 2100,Undergraduate,Seminar on Academic Success,1,A,85366,T,Clough UG Learning Commons 262,Beth Spencer (P),This academic skills seminar is designed to help students develop personalized strategies for success within the rigorous academic environment at Georgia Tech. This is a non-credit bearing course which cannot be used toward degree requirements.,GT 2100 Seminar on Academic Success This academic skills seminar is designed to help students develop personalized strategies for success within the rigorous academic environment at Georgia Tech. This is a non-credit bearing course which cannot be used toward degree requirements.
GT 2201,Undergraduate,Grand Challenges Research Project,1,A,89252,T,TBA,Jeffrey Davis (P),This course is for participants in year 2 of the Grand Challenges program. Students will organize into small teams of 4-8 student to pursue research and development projects that were approved and funded in year 1. Participating students can also propose new projects.,GT 2201 Grand Challenges Research Project This course is for participants in year 2 of the Grand Challenges program. Students will organize into small teams of 4-8 student to pursue research and development projects that were approved and funded in year 1. Participating students can also propose new projects.
GT 2803,Undergraduate,Special Topics,3,RG,89116,TR,Brittain T Room 217,Rudolph Gleason (P),Special Topics - content varies.,GT 2803 Special Topics Special Topics - content varies.
GT 4100,Undergraduate,Fundamentals of Personal Finance,1,A;B,90444;91571,M;W,Scheller College of Business 4167;Scheller College of Business 4167,;,This course introduces students to the fundamentals of personal finance and covers a core set of knowledge needed to be financially literate.,GT 4100 Fundamentals of Personal Finance This course introduces students to the fundamentals of personal finance and covers a core set of knowledge needed to be financially literate.
GT 4801,Undergraduate,Special Topics,1,C;MM1;MM2,88914;93863;93865,TR;TR;TR,TBA;Skiles 269;Skiles 269,Thomas Forrest (P);Sonia Alvarez-Robinson (P);Sonia Alvarez-Robinson (P),No course description is available.,GT 4801 Special Topics No course description is available.
GT 6000,Graduate,Grad Groups Extended Orientation,1,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;01;02;03;04;05;06;07;08;09,93594;89437;89438;89448;89447;89451;89452;89453;89454;89455;89456;89446;89444;93595;89442;89443;93596;89459;89460;89445;92095;92096;92097;92098;89449;89450;89457;93597;92099;93598;93599;92100;92102;92101;89458;93600;89435;89436;93588;93591;93589;89439;89440;89441;93592,T;T;T;W;W;W;W;W;W;R;R;R;R;R;R;R;R;R;R;R;R;R;F;F;F;F;F;F;F;F;F;F;F;F;F;F;T;T;T;T;T;T;T;T;T,Howey Physics N210;Swann 106;Swann 115;Clough UG Learning Commons 123;Clough UG Learning Commons 127;Clough UG Learning Commons 129;Howey Physics S105A;Clough UG Learning Commons 131;Clough UG Learning Commons 323;Clough UG Learning Commons 123;Clough UG Learning Commons 125;Clough UG Learning Commons 127;Clough UG Learning Commons 131;Clough UG Learning Commons 278;Clough UG Learning Commons 323;Clough UG Learning Commons 325;Swann 106;Clough UG Learning Commons 131;Clough UG Learning Commons 325;Van Leer E361;Clough UG Learning Commons 123;Howey Physics S104;Clough UG Learning Commons 123;Clough UG Learning Commons 325;Swann 106;Swann 115;Swann 325;Clough UG Learning Commons 262;Swann 115;Engineering Sci and Mechanics 202;College of Computing 53;Howey Physics S106;Clough UG Learning Commons 123;Clough UG Learning Commons 131;Clough UG Learning Commons 262;Howey Physics S105A;Clough UG Learning Commons 123;Clough UG Learning Commons 125;Clough UG Learning Commons 278;Clough UG Learning Commons 323;Clough UG Learning Commons 325;Swann 106;Swann 115;Swann 325;Clough UG Learning Commons 323,James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black;James Black,"Georgia Tech&rsquo;s extended-orientation program for first-semester graduate students promoting a positive student experience through social interaction, familiarization with campus resources, and peer mentorship.","GT 6000 Grad Groups Extended Orientation Georgia Tech&rsquo;s extended-orientation program for first-semester graduate students promoting a positive student experience through social interaction, familiarization with campus resources, and peer mentorship."
GT 8801,Graduate,Resilience Building Strategies,1,MM1;MM2,93864;93866,TR;TR,Skiles 269;Skiles 269,Sonia Alvarez-Robinson (P);Sonia Alvarez-Robinson (P),Special Topics for Graduate Level,GT 8801 Resilience Building Strategies Special Topics for Graduate Level
GTL 2000,Undergraduate,Georgia Tech Lorraine Seminar,1,R,90298,T,TBA,Vicki Birchfield (P),Seminar discussing aspects of European cities. Part of the Georgia Tech Lorraine summer program,GTL 2000 Georgia Tech Lorraine Seminar Seminar discussing aspects of European cities. Part of the Georgia Tech Lorraine summer program
GTL 6010,Graduate,CentraleSupelec,0,R,85326,,,,No course description is available.,GTL 6010 CentraleSupelec No course description is available.
GTL 6011,Graduate,GTL and SUPELEC,12,R,84429,,,,For students attending both GTL and SUPELEC.,GTL 6011 GTL and SUPELEC For students attending both GTL and SUPELEC.
GTL 6012,Graduate,GTL and ENSAM,12,R,83865,,,,For students attending both GTL and ENSAM,GTL 6012 GTL and ENSAM For students attending both GTL and ENSAM
GTL 6014,Graduate,GTL and ENSEA,0,R,81237,,,,For students attending both GTL and ENSEA,GTL 6014 GTL and ENSEA For students attending both GTL and ENSEA
GTL 6015,Graduate,GTL and INPL ENSEM,0,R,82815,,,,For students attending both GTL and INPL ENSEM.,GTL 6015 GTL and INPL ENSEM For students attending both GTL and INPL ENSEM.
GTL 6016,Graduate,GTL and INPT ENSEEIHT,0,R,81238,,,,For students attending both GLT and INPT ENSEEIHT.,GTL 6016 GTL and INPT ENSEEIHT For students attending both GLT and INPT ENSEEIHT.
GTL 6018,Graduate,GTL - UTC,0,R,81589,,,,No course description is available.,GTL 6018 GTL - UTC No course description is available.
GTL 6020,Graduate,GTL-INSA,0,A,84430,,,,For students attending both GTL and INSA.,GTL 6020 GTL-INSA For students attending both GTL and INSA.
GTL 6021,Graduate,CentraleSupelec,0,R,85327,,,,No course description is available.,GTL 6021 CentraleSupelec No course description is available.
GTL 6022,Graduate,ENSTA Bretagne,0,R,85328,,,,No course description is available.,GTL 6022 ENSTA Bretagne No course description is available.
GTL 6023,Graduate,IMT,0,R,85329,,,,For Ecoles des Mines(all) + Telecom Sud Paris,GTL 6023 IMT For Ecoles des Mines(all) + Telecom Sud Paris
GTL 6024,Graduate,USTL,0,R,85330,,,,No course description is available.,GTL 6024 USTL No course description is available.
GTL 6025,Graduate,GTL and ENSAM,0,R,85539,,,,No course description is available.,GTL 6025 GTL and ENSAM No course description is available.
GTL 6110,Graduate,GTL - BRESCIA,0,R,81590,,,,No course description is available.,GTL 6110 GTL - BRESCIA No course description is available.
GTL 6114,Graduate,GTL-UTT,0,R,82781,,,,For students attending both GTL and UTT (universite de Technologie de Troye),GTL 6114 GTL-UTT For students attending both GTL and UTT (universite de Technologie de Troye)
GTL 6119,Graduate,GTL-ESIE,0,R,86509,,,,No course description is available.,GTL 6119 GTL-ESIE No course description is available.
GTL 6121,Graduate,GTL and Universite International de Rabat,0,R,90463,,,,No course description is available.,GTL 6121 GTL and Universite International de Rabat No course description is available.
GRMN 1001,Undergraduate,Elementary German I,3,A;B;C;UA,82377;87899;90900;89698,MWF;MWF;MWF;,Clough UG Learning Commons 278;Swann 320;Engineering Sci and Mechanics 201;TBA,Kathrin Koppe (P);Kathrin Koppe (P);Kathrin Koppe (P);Annika Orich (P),"An introduction to German language and culture. Beginning of a survey of basic German grammar and the development of the four language skills of listening, speaking, reading and writing. Some aspects of everyday life in the German-speaking world will also be introduced.  Humanities credit awarded for GRMN 1001 upon successful completion of GRMN 1002 or 2001.","GRMN 1001 Elementary German I An introduction to German language and culture. Beginning of a survey of basic German grammar and the development of the four language skills of listening, speaking, reading and writing. Some aspects of everyday life in the German-speaking world will also be introduced.  Humanities credit awarded for GRMN 1001 upon successful completion of GRMN 1002 or 2001."
GRMN 1002,Undergraduate,Elementary German II,3,A;B,85072;93587,MWF;TR,D.M. Smith 304;Skiles 311,Kathrin Koppe (P);Aleksandra Starcevic (P),"The second part of an introduction to German language and culture.  Survey of more basic German grammar and the development of the four language skills of listening, speaking, reading, and writing. Some aspects of everyday life in the German-speaking world will also be introduced.","GRMN 1002 Elementary German II The second part of an introduction to German language and culture.  Survey of more basic German grammar and the development of the four language skills of listening, speaking, reading, and writing. Some aspects of everyday life in the German-speaking world will also be introduced."
GRMN 2001,Undergraduate,Intermediate German I,3,A;UA,83443;94245,TR;,Skiles 171;TBA,Aleksandra Starcevic (P);Aleksandra Starcevic (P),"Review of basic grammatical concepts and vocabulary build-up. Selected readings, audio and video material on the cultural, historical, and intellectual development of Germany. Teaching and class discussion in German.","GRMN 2001 Intermediate German I Review of basic grammatical concepts and vocabulary build-up. Selected readings, audio and video material on the cultural, historical, and intellectual development of Germany. Teaching and class discussion in German."
GRMN 2002,Undergraduate,Intermediate German II,3,UA,93606,,TBA,Aleksandra Starcevic (P),Continuation of GRMN 2001.,GRMN 2002 Intermediate German II Continuation of GRMN 2001.
GRMN 3055,Undergraduate,German Fairy Tales: From the Grimm Brothers to Disney,3,A,92793,TR,Swann 106,Britta Kallin (P),"Discussion of socio-historical, cultural, and literary themes in German fairy tales, their place in Western tradition, and their echo in contemporary society. Conducted in German.","GRMN 3055 German Fairy Tales: From the Grimm Brothers to Disney Discussion of socio-historical, cultural, and literary themes in German fairy tales, their place in Western tradition, and their echo in contemporary society. Conducted in German."
GRMN 3071,Undergraduate,Introductory Business German I,3,A,92792,TR,D.M. Smith 11,Hyoun-A Joo (P),Analysis and discussion of texts and videos pertaining to issues in the current business world. Conducted in German.,GRMN 3071 Introductory Business German I Analysis and discussion of texts and videos pertaining to issues in the current business world. Conducted in German.
GRMN 4813,Undergraduate,Political Cultures &amp; Movement,3,A,93611,MW,Swann 320,Annika Orich (P),Topics of interest not covered in the regular course offerings.,GRMN 4813 Political Cultures &amp; Movement Topics of interest not covered in the regular course offerings.
GRMN 6510,Graduate,Applied Language Practicum,3,A;A01,89495;89496,TR;,TBA;TBA,Britta Kallin (P);Britta Kallin (P),"Students will serve as researchers, student aides and apprentice instructors for any 3/4000-level undergraduate course approved by their adviser and the course.","GRMN 6510 Applied Language Practicum Students will serve as researchers, student aides and apprentice instructors for any 3/4000-level undergraduate course approved by their adviser and the course."
GRMN 8803,Graduate,Political Cultures &amp; Movement,3,A,93612,MW,Swann 320,Annika Orich (P),Topics of current interest not covered in the regular course offerings.,GRMN 8803 Political Cultures &amp; Movement Topics of current interest not covered in the regular course offerings.
HS 6000,Graduate,Introduction to Healthcare Delivery,3,A,84717,F,Scheller College of Business 221,Turgay Ayer (P),"Historical background; the healthcare workforce; nature, problems, and costs of delivery sites; health planning, finance, role of government, alternative delivery models, and health policy.","HS 6000 Introduction to Healthcare Delivery Historical background; the healthcare workforce; nature, problems, and costs of delivery sites; health planning, finance, role of government, alternative delivery models, and health policy."
HIST 2111,Undergraduate,The United States to 1877,3, B;A,93315;86745,TR;TR,East Architecture 107;Klaus Advanced Computing 1443,;Matthew Hild (P),"Colonial settlement, the American Revolution and the Constitution, antebellum expansion, slavery and plantation economy, sectional conflict and Civil War, Reconstruction. Includes study of Georgia history during this period.","HIST 2111 The United States to 1877 Colonial settlement, the American Revolution and the Constitution, antebellum expansion, slavery and plantation economy, sectional conflict and Civil War, Reconstruction. Includes study of Georgia history during this period."
HIST 2112,Undergraduate,The United States since 1877,3,A;B;C;D,92634;86746;93316;93473,MW;TR;MW;TR,Klaus Advanced Computing 1443;East Architecture 123;Molecular Sciences and Engr 1224;J. Erskine Love Manufacturing 184,Daniel Amsterdam (P);Todd Michney (P);;,"The social, political, and economic history of the United States since Reconstruction.  Topics include American industrialization, two world wars, New Deal, and the Civil Rights movement. Includes study of Georgia history during this period.","HIST 2112 The United States since 1877 The social, political, and economic history of the United States since Reconstruction.  Topics include American industrialization, two world wars, New Deal, and the Civil Rights movement. Includes study of Georgia history during this period."
HTS 1031,Undergraduate,Europe Since the Renaissance,3,R,91978,,TBA,Carole Moore (P),"Social, political, economic, and cultural history of Europe since the Renaissance.  Topics include Renaissance; Reformation; political, scientific, and industrial revolutions; nationalism; fascism and communism; decolonization.","HTS 1031 Europe Since the Renaissance Social, political, economic, and cultural history of Europe since the Renaissance.  Topics include Renaissance; Reformation; political, scientific, and industrial revolutions; nationalism; fascism and communism; decolonization."
HTS 2015,Undergraduate,History of Sports in America,3,A,93472,TR,East Architecture 309,John Smith (P),"Examines American sport from colonial to contemporary times. Focuses on the rise of organized sports and the influence of race, class, gender, and ethnicity.","HTS 2015 History of Sports in America Examines American sport from colonial to contemporary times. Focuses on the rise of organized sports and the influence of race, class, gender, and ethnicity."
HTS 2036,Undergraduate,Revolutionary Europe: 1789-1914,3,A,94108,MW,Molecular Sciences and Engr 1222,Nikolay Koposov (P),"Industrialization and political revolution, the development of political ideologies and labor activism, modern nation-state building, and imperialism from the French Revolution to World War I.","HTS 2036 Revolutionary Europe: 1789-1914 Industrialization and political revolution, the development of political ideologies and labor activism, modern nation-state building, and imperialism from the French Revolution to World War I."
